Item(s),transaction_id,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
1,257,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,258,sausage,citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,
4,259,root vegetables,whole milk,pet care,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,260,pork,berries,root vegetables,other vegetables,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
1,261,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,262,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,263,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,264,pickled vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,265,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,266,frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices,,,,,,,,,,,,,,,,,,,,,,,,,
12,267,tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
1,268,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,269,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,270,meat,citrus fruit,berries,root vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5,271,frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,272,tropical fruit,margarine,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,273,tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
11,274,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese,domestic eggs,brown bread,margarine,baking powder,waffles,,,,,,,,,,,,,,,,,,,,,
11,275,hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
11,276,chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,
7,277,chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
8,278,frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,
1,279,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,280,turkey,pip fruit,salad dressing,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,281,packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
1,282,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,283,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,284,sausage,whole milk,yogurt,rolls/buns,brown bread,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
5,285,whole milk,frozen meals,pastry,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,286,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,287,citrus fruit,sugar,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,288,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,289,citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,290,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,291,chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
9,292,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine,,,,,,,,,,,,,,,,,,,,,,,
7,293,sausage,pork,other vegetables,dessert,yogurt,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,,
6,294,beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
4,295,citrus fruit,packaged fruit/vegetables,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,296,UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,297,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,298,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,299,beef,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,300,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,301,frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
1,302,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,303,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,304,onions,soda,chewing gum,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,305,tropical fruit,packaged fruit/vegetables,cream cheese,white bread,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,306,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,307,beef,white bread,pastry,pasta,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,308,sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,
1,309,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,310,chicken,whole milk,spices,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,311,pork,citrus fruit,brown bread,pastry,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,
1,312,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,313,meat,hard cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,314,other vegetables,yogurt,brown bread,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,315,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,316,tropical fruit,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,317,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,318,sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
2,319,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,320,domestic eggs,brown bread,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,321,rolls/buns,canned fish,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,322,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,323,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,324,frankfurter,other vegetables,yogurt,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,325,berries,root vegetables,other vegetables,curd,butter milk,cream cheese,roll products,margarine,misc. beverages,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,
2,326,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,327,tropical fruit,yogurt,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,328,ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,
3,329,hamburger meat,white bread,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,330,yogurt,mayonnaise,rolls/buns,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,331,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,332,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,333,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,334,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,335,sausage,meat,hamburger meat,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,336,citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,
1,337,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,338,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,339,frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
4,340,sausage,citrus fruit,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,341,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,342,salt,salty snack,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,343,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,344,curd,beverages,cream cheese,rolls/buns,pastry,soda,cake bar,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
3,345,other vegetables,butter,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,346,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,347,frankfurter,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,348,root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
4,349,tropical fruit,whole milk,frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,350,beef,hamburger meat,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,351,berries,whipped/sour cream,cereals,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,352,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,353,whipped/sour cream,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,354,root vegetables,domestic eggs,margarine,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,355,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,356,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,357,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,358,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,359,whole milk,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,360,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,361,citrus fruit,whole milk,curd,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,362,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,363,frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,
5,364,tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,365,frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
10,366,berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent,,,,,,,,,,,,,,,,,,,,,,
5,367,rolls/buns,brown bread,pastry,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,368,root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
1,369,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,370,other vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,371,berries,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,372,berries,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,373,other vegetables,butter milk,frozen meals,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,374,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,375,ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
4,376,whole milk,frozen dessert,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,377,tropical fruit,butter milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,378,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,379,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,380,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,381,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,382,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,383,onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,
7,384,hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
7,385,sausage,liver loaf,other vegetables,cream cheese,pastry,soap,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,386,hard cheese,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,387,sausage,tropical fruit,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,388,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,389,onions,whole milk,beverages,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,390,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,391,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,392,yogurt,rolls/buns,pastry,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,393,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,394,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,395,sausage,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,396,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,397,domestic eggs,rolls/buns,dish cleaner,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,398,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,399,meat,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,400,dish cleaner,bathroom cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,401,other vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,402,whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,
4,403,other vegetables,whole milk,rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,404,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,405,baking powder,bottled water,salty snack,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,406,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,407,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,408,frankfurter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,409,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,410,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,411,other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
5,412,citrus fruit,tropical fruit,onions,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,413,sausage,ham,hamburger meat,whole milk,soda,softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
4,414,domestic eggs,rolls/buns,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,415,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
6,416,specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
6,417,pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,
5,418,beef,berries,whipped/sour cream,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,419,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,420,chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
2,421,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,422,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,423,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,424,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,425,root vegetables,pastry,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,426,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,427,berries,pet care,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,428,citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,
4,429,whole milk,oil,canned fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,430,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,431,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,432,tropical fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,433,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,434,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,435,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,436,citrus fruit,UHT-milk,cream cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,437,bottled water,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,438,onions,other vegetables,pastry,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
4,439,dessert,oil,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,440,beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,
7,441,rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy,,,,,,,,,,,,,,,,,,,,,,,,,
7,442,beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1,443,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,444,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,445,rolls/buns,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,446,pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
6,447,soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
5,448,sausage,ham,other vegetables,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,449,beef,root vegetables,other vegetables,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,450,whole milk,butter,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,451,pork,ice cream,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,452,berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
8,453,sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products,,,,,,,,,,,,,,,,,,,,,,,,
3,454,bottled water,misc. beverages,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,455,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
2,456,herbs,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,457,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,458,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,459,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,460,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,461,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,462,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,463,whole milk,honey,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,464,frankfurter,rolls/buns,pastry,snack products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,465,frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,
3,466,other vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,467,frankfurter,root vegetables,pickled vegetables,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,468,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,469,frankfurter,margarine,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,470,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,471,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,472,pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
1,473,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,474,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,475,hamburger meat,whole milk,curd,pasta,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,476,hamburger meat,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,477,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,478,whole milk,cream cheese,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,479,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,480,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,481,ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese,white bread,coffee,long life bakery product,chocolate,baby cosmetics,,,,,,,,,,,,,,,,,,
2,482,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,483,sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,
1,484,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,485,bottled water,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,486,meat,other vegetables,hard cheese,frozen meals,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
2,487,dessert,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,488,other vegetables,packaged fruit/vegetables,UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,489,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,490,ham,mustard,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,491,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,492,brown bread,soda,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,493,whole milk,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,494,rolls/buns,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,495,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,496,pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,497,citrus fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,498,pork,other vegetables,frozen vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,499,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,500,white wine,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,501,whole milk,dessert,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,502,pip fruit,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,503,sugar,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,504,tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
10,505,root vegetables,cream cheese,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
2,506,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,507,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,508,tropical fruit,other vegetables,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,509,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,510,brown bread,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,511,tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,512,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,513,coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,514,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,515,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,516,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
